cond	exp	dln
2 h	Exp.1	0.596541581630592
2 h	Exp.1	0.527414128164643
2 h	Exp.1	0.596193109609775
2 h	Exp.1	0.567398667117964
2 h	Exp.1	0.686413287604784
2 h	Exp.1	0.639323715173065
2 h	Exp.1	0.640781869461483
2 h	Exp.1	0.543499605706598
2 h	Exp.1	0.68395089593387
2 h	Exp.1	0.602153631680784
2 h	Exp.1	0.668604855686358
2 h	Exp.1	0.565131975987977
2 h	Exp.1	0.614874694200051
2 h	Exp.1	0.629706541840423
2 h	Exp.1	0.613449350417288
2 h	Exp.1	0.560381499478958
2 h	Exp.1	0.595465475782107
2 h	Exp.1	0.583952650316546
2 h	Exp.1	0.635021772052652
2 h	Exp.1	0.643323483876192
2 h	Exp.1	0.652601122927527
2 h	Exp.1	0.608633322459057
2 h	Exp.1	0.571674181177086
2 h	Exp.1	0.695626677904811
1 h	Exp.1	0.666569499135356
1 h	Exp.1	0.682195205324628
1 h	Exp.1	0.587803935132483
1 h	Exp.1	0.565777435357169
1 h	Exp.1	0.517600870977314
1 h	Exp.1	0.605731343686485
1 h	Exp.1	0.548748346949483
1 h	Exp.1	0.613986184138742
1 h	Exp.1	0.503820635145707
1 h	Exp.1	0.563650019784667
1 h	Exp.1	0.556894571504252
1 h	Exp.1	0.543473006320768
1 h	Exp.1	0.596958648616726
1 h	Exp.1	0.558835055270921
1 h	Exp.1	0.619306336023839
