cond	exp	dln
2 h	Exp.1	0.427851242622936
2 h	Exp.1	0.485606663111542
2 h	Exp.1	0.461788040065636
2 h	Exp.1	0.486209654410817
2 h	Exp.1	0.496620909373176
2 h	Exp.1	0.402838278744859
2 h	Exp.1	0.412585097103296
2 h	Exp.1	0.358834420731208
2 h	Exp.1	0.481988604547095
2 h	Exp.1	0.561094089648714
2 h	Exp.1	0.631247406399727
2 h	Exp.1	0.501375616456632
2 h	Exp.1	0.455042446755962
2 h	Exp.1	0.486382427340076
2 h	Exp.1	0.476406960267359
2 h	Exp.1	0.44418873020361
2 h	Exp.1	0.527977643953169
2 h	Exp.1	0.462881319204012
2 h	Exp.1	0.488728941318972
2 h	Exp.1	0.53665183026622
2 h	Exp.1	0.446452765267738
2 h	Exp.1	0.561486592650381
2 h	Exp.1	0.455003715677357
2 h	Exp.1	0.4366303498018
2 h	Exp.1	0.40375992994611
2 h	Exp.1	0.445418676151438
2 h	Exp.1	0.452614578101841
2 h	Exp.1	0.44
2 h	Exp.1	0.597942638822342
2 h	Exp.1	0.472289384336794
2 h	Exp.1	0.479758770255006
2 h	Exp.1	0.494648595608939
2 h	Exp.1	0.511608701214929
2 h	Exp.1	0.433654202513276
2 h	Exp.1	0.436540214545852
2 h	Exp.1	0.402962817781694
2 h	Exp.1	0.473069165002808
2 h	Exp.1	0.440714793071797
2 h	Exp.1	0.412204568728312
2 h	Exp.1	0.42955912446229
2 h	Exp.1	0.439432301150987
2 h	Exp.1	0.444553270900921
2 h	Exp.1	0.471094120415966
2 h	Exp.1	0.451349253187271
2 h	Exp.1	0.579188881304892
2 h	Exp.1	0.37587400686219
2 h	Exp.1	0.448428184924112
2 h	Exp.1	0.394797513920019
2 h	Exp.1	0.522133818333547
2 h	Exp.1	0.388907694395623
2 h	Exp.1	0.362424688065795
2 h	Exp.1	0.358607739446204
2 h	Exp.1	0.433675696970484
2 h	Exp.1	0.484590915496588
2 h	Exp.1	0.504594554334378
2 h	Exp.1	0.395128281427571
2 h	Exp.1	0.476964342700342
2 h	Exp.1	0.408177175416509
2 h	Exp.1	0.397314781734751
2 h	Exp.1	0.430659143111678
2 h	Exp.1	0.424736951589564
2 h	Exp.1	0.506986854112238
2 h	Exp.1	0.462955673112984
2 h	Exp.1	0.417713223531086
2 h	Exp.1	0.49907266188196
2 h	Exp.1	0.381021447910156
2 h	Exp.1	0.456373385928742
2 h	Exp.1	0.41608706506552
2 h	Exp.1	0.451003218233182
2 h	Exp.1	0.432978346573549
2 h	Exp.1	0.49787517156144
2 h	Exp.1	0.433039660654432
2 h	Exp.1	0.401579730472002
2 h	Exp.1	0.420183794068268
2 h	Exp.1	0.437874937685604
2 h	Exp.1	0.43869740371789
2 h	Exp.1	0.442502994866526
2 h	Exp.1	0.300787580791912
2 h	Exp.1	0.98876705762196
2 h	Exp.1	0.524801416330874
2 h	Exp.1	0.42976714408138
2 h	Exp.1	0.440789113798349
2 h	Exp.1	0.445056844064847
2 h	Exp.1	0.424937424021063
2 h	Exp.1	0.359876671851062
2 h	Exp.1	0.540928783599282
2 h	Exp.1	0.494465668564855
2 h	Exp.1	0.508799869351765
2 h	Exp.1	0.470731364222408
2 h	Exp.1	0.88255053194097
2 h	Exp.1	0.485986668321161
2 h	Exp.1	0.465110216968767
2 h	Exp.1	0.443685227686847
2 h	Exp.1	0.483610397111874
2 h	Exp.1	0.42849153722227
2 h	Exp.1	0.466657071368991
2 h	Exp.1	0.439132163701931
2 h	Exp.1	0.864038215411096
2 h	Exp.1	0.420167953297758
2 h	Exp.1	0.460418744794398
2 h	Exp.1	0.417333192928914
2 h	Exp.1	0.467530700916333
2 h	Exp.1	0.402050990316125
2 h	Exp.1	0.451811631572791
2 h	Exp.1	0.671749822315515
2 h	Exp.1	0.423450214802567
2 h	Exp.1	0.535575562685958
